,Cutoff Frequency,Prominance,R_Square,Normal_rate,Normal,Falsepos,Missing
274,0.6,25,0.9977151948506211,0.7692307692307693,40,10,2
275,0.6,26,0.9977151948506211,0.7843137254901961,40,9,2
276,0.6,27,0.9975814311172617,0.78,39,8,3
277,0.6,28,0.9975814311172617,0.78,39,8,3
278,0.6,29,0.9975814311172617,0.78,39,8,3
279,0.6,30,0.9975814311172617,0.78,39,8,3
280,0.6,31,0.9975814311172617,0.78,39,8,3
281,0.6,32,0.9975814311172617,0.78,39,8,3
282,0.6,33,0.9975814311172617,0.7959183673469388,39,7,3
283,0.6,34,0.9975814311172617,0.7959183673469388,39,7,3
284,0.6,35,0.9975814311172617,0.8125,39,6,3
285,0.6,36,0.9975754242442229,0.7916666666666666,38,6,4
286,0.6,37,0.9975754242442229,0.7916666666666666,38,6,4
287,0.6,38,0.9975754242442229,0.8085106382978723,38,5,4
288,0.6,39,0.9975754242442229,0.8085106382978723,38,5,4
289,0.6,40,0.9975754242442229,0.8085106382978723,38,5,4
290,0.6,41,0.9975754242442229,0.8085106382978723,38,5,4
291,0.6,42,0.9975754242442229,0.8085106382978723,38,5,4
292,0.6,43,0.9975754242442229,0.8085106382978723,38,5,4
293,0.6,44,0.9975754242442229,0.8085106382978723,38,5,4
294,0.6,45,0.9975754242442229,0.8085106382978723,38,5,4
295,0.6,46,0.9973591226326542,0.7659574468085106,36,5,6
296,0.6,47,0.9973591226326542,0.7659574468085106,36,5,6
297,0.6,48,0.9972343135993259,0.723404255319149,34,5,8
298,0.6,49,0.9972343135993259,0.723404255319149,34,5,8
299,0.6,50,0.9972343135993259,0.723404255319149,34,5,8
300,0.7,1,0.9977807783897159,0.25157232704402516,40,117,2
301,0.7,2,0.9977807783897159,0.2857142857142857,40,98,2
302,0.7,3,0.9977807783897159,0.3252032520325203,40,81,2
303,0.7,4,0.9977807783897159,0.3669724770642202,40,67,2
304,0.7,5,0.9977807783897159,0.4,40,58,2
305,0.7,6,0.9977807783897159,0.43478260869565216,40,50,2
306,0.7,7,0.9977807783897159,0.46511627906976744,40,44,2
307,0.7,8,0.9977807783897159,0.5,40,38,2
